,GSE Day,GSE Time,TLM frame counter,"Pc,rde","Pc,pde","a_x,ci","a_y,ci","a_z,ci","omg_x,ci","omg_y,ci","omg_z,ci",DES loop counter
1,295,53096.778,51129,,0.089202880859375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38650
2,295,53096.778,51130,0.0962982177734375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38651
3,295,53096.778999999995,51131,,0.0997314453125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38652
4,295,53096.778999999995,51132,0.09870147705078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38653
5,295,53096.78,51133,,0.100189208984375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38654
6,295,53096.780999999995,51134,0.09038543701171875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38655
7,295,53096.780999999995,51135,,0.0985870361328125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38656
0,295,53096.782,51136,0.09999847412109375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38657
1,295,53096.782999999996,51137,,0.0924072265625,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38658
2,295,53096.782999999996,51138,0.10003662109375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38659
3,295,53096.784,51139,,0.0929412841796875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38660
4,295,53096.784,51140,0.10114288330078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38661
5,295,53096.784999999996,51141,,0.0927886962890625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38662
6,295,53096.786,51142,0.0978240966796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38663
7,295,53096.786,51143,,0.099884033203125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38664
0,295,53096.787,51144,0.09152984619140625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38665
1,295,53096.788,51145,,0.097137451171875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38666
2,295,53096.788,51146,0.09214019775390625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38667
3,295,53096.789,51147,,0.09412384033203125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38668
4,295,53096.789,51148,0.102935791015625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38669
5,295,53096.78999999999,51149,,0.0872955322265625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38670
6,295,53096.79099999999,51150,0.100341796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38671
7,295,53096.79099999999,51151,,0.087982177734375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38672
0,295,53096.791999999994,51152,0.09610748291015625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38673
1,295,53096.79299999999,51153,,0.0998077392578125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38674
2,295,53096.79299999999,51154,0.09404754638671875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38675
3,295,53096.793999999994,51155,,0.10106658935546875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38676
4,295,53096.793999999994,51156,0.0857696533203125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38677
5,295,53096.79499999999,51157,,0.09637451171875,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38678
6,295,53096.795999999995,51158,0.1013336181640625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38679
7,295,53096.795999999995,51159,,0.08939361572265625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38680
0,295,53096.79699999999,51160,0.10274505615234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38681
1,295,53096.797999999995,51161,,0.0793609619140625,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38682
2,295,53096.797999999995,51162,0.09908294677734375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38683
3,295,53096.79899999999,51163,,0.095916748046875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38684
4,295,53096.79899999999,51164,0.09435272216796875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38685
5,295,53096.8,51165,,0.101104736328125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38686
6,295,53096.801,51166,0.08840179443359375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38687
7,295,53096.801,51167,,0.0985870361328125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38688
0,295,53096.802,51168,0.0933990478515625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38689
1,295,53096.803,51169,,0.0949249267578125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38690
2,295,53096.803,51170,0.10247802734375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38691
3,295,53096.804000000004,51171,,0.0886688232421875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38692
4,295,53096.804000000004,51172,0.0998077392578125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38693
5,295,53096.805,51173,,0.08725738525390625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38694
6,295,53096.806000000004,51174,0.09564971923828125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38695
7,295,53096.806000000004,51175,,0.10083770751953125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38696
0,295,53096.807,51176,0.0927886962890625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38697
1,295,53096.808000000005,51177,,0.09923553466796875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38698
2,295,53096.808000000005,51178,0.09061431884765625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38699
3,295,53096.809,51179,,0.09515380859375,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38700
4,295,53096.809,51180,0.09954071044921875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38701
5,295,53096.810000000005,51181,,0.08657073974609375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38702
6,295,53096.811,51182,0.10083770751953125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38703
7,295,53096.811,51183,,0.08649444580078125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38704
0,295,53096.812000000005,51184,0.09664154052734375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38705
1,295,53096.813,51185,,0.09862518310546875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38706
2,295,53096.813,51186,0.09351348876953125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38707
3,295,53096.814000000006,51187,,0.101104736328125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38708
4,295,53096.814000000006,51188,0.0876007080078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38709
5,295,53096.815,51189,,0.09816741943359375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38710
6,295,53096.816000000006,51190,0.09549713134765625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38711
7,295,53096.816000000006,51191,,0.09519195556640625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38712
0,295,53096.817,51192,0.10182952880859375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38713
1,295,53096.81800000001,51193,,0.09145355224609375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38714
2,295,53096.81800000001,51194,0.100494384765625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38715
3,295,53096.819,51195,,0.09099578857421875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38716
4,295,53096.819,51196,0.09580230712890625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38717
5,295,53096.82,51197,,0.10068511962890625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38718
6,295,53096.820999999996,51198,0.09229278564453125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38719
7,295,53096.820999999996,51199,,0.0993499755859375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38720
0,295,53096.822,51200,0.08557891845703125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38721
1,295,53096.823,51201,,0.0918731689453125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38722
2,295,53096.823,51202,0.10007476806640625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38723
3,295,53096.824,51203,,0.09168243408203125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38724
4,295,53096.824,51204,0.10099029541015625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38725
5,295,53096.825,51205,,0.0869140625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38726
6,295,53096.826,51206,0.09748077392578125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38727
7,295,53096.826,51207,,0.1004180908203125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38728
0,295,53096.827,51208,0.09427642822265625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38729
1,295,53096.828,51209,,0.099578857421875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38730
2,295,53096.828,51210,0.08702850341796875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38731
3,295,53096.829,51211,,0.09763336181640625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38732
4,295,53096.829,51212,0.09854888916015625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38733
5,295,53096.83,51213,,0.093017578125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38734
6,295,53096.831,51214,0.1011810302734375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38735
7,295,53096.831,51215,,0.0880584716796875,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38736
0,295,53096.832,51216,0.09938812255859375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38737
1,295,53096.833,51217,,0.09191131591796875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38738
2,295,53096.833,51218,0.0972137451171875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38739
3,295,53096.834,51219,,0.0997314453125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38740
4,295,53096.834,51220,0.092559814453125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38741
5,295,53096.835,51221,,0.10099029541015625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38742
6,295,53096.836,51222,0.08763885498046875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38743
7,295,53096.836,51223,,0.0975189208984375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38744
0,295,53096.837,51224,0.102935791015625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38745
1,295,53096.838,51225,,0.0911865234375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38746
2,295,53096.838,51226,0.0998077392578125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38747
3,295,53096.839,51227,,0.0869140625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38748
4,295,53096.839,51228,0.09725189208984375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38749
5,295,53096.840000000004,51229,,0.0993499755859375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38750
6,295,53096.841,51230,0.0935516357421875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38751
7,295,53096.841,51231,,0.10030364990234375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38752
0,295,53096.847,51240,0.08985137939453125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38761
1,295,53096.848000000005,51241,,0.10037994384765625,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38762
2,295,53096.848000000005,51242,0.0891265869140625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38763
3,295,53096.849,51243,,0.097747802734375,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38764
4,295,53096.849,51244,0.092254638671875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38765
5,295,53096.850000000006,51245,,0.0966033935546875,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38766
6,295,53096.851,51246,0.10121917724609375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38767
7,295,53096.851,51247,,0.0932464599609375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38768
0,295,53096.852000000006,51248,0.09923553466796875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38769
1,295,53096.853,51249,,0.087677001953125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38770
2,295,53096.853,51250,0.09881591796875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38771
3,295,53096.85400000001,51251,,0.10030364990234375,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38772
4,295,53096.85400000001,51252,0.0933990478515625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38773
5,295,53096.855,51253,,0.10003662109375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38774
6,295,53096.85600000001,51254,0.091033935546875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38775
7,295,53096.85600000001,51255,,0.09465789794921875,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38776
0,295,53096.857,51256,0.09976959228515625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38777
1,295,53096.85800000001,51257,,0.09214019775390625,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38778
2,295,53096.85800000001,51258,0.10236358642578125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38779
3,295,53096.859000000004,51259,,0.08336639404296875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38780
4,295,53096.859000000004,51260,0.100494384765625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38781
5,295,53096.86,51261,,0.0936279296875,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38782
6,295,53096.861,51262,0.090728759765625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38783
7,295,53096.861,51263,,0.100494384765625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38784
0,295,53096.862,51264,0.08802032470703125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38785
1,295,53096.863,51265,,0.09809112548828125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38786
2,295,53096.863,51266,0.09427642822265625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38787
3,295,53096.864,51267,,0.0955352783203125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38788
4,295,53096.864,51268,0.101715087890625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38789
5,295,53096.865,51269,,0.087066650390625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38790
6,295,53096.866,51270,0.09946441650390625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38791
7,295,53096.866,51271,,0.08840179443359375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38792
0,295,53096.867,51272,0.09786224365234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38793
1,295,53096.868,51273,,0.1009521484375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38794
2,295,53096.868,51274,0.0950775146484375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38795
3,295,53096.869,51275,,0.0993499755859375,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38796
4,295,53096.869,51276,0.0911865234375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38797
5,295,53096.87,51277,,0.0966033935546875,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38798
6,295,53096.871,51278,0.1007232666015625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38799
7,295,53096.871,51279,,0.0938568115234375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38800
0,295,53096.872,51280,0.10125732421875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38801
1,295,53096.873,51281,,0.083251953125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38802
2,295,53096.873,51282,0.100189208984375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38803
3,295,53096.874,51283,,0.09580230712890625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38804
4,295,53096.874,51284,0.09423828125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38805
5,295,53096.875,51285,,0.10129547119140625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38806
6,295,53096.876000000004,51286,0.091949462890625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38807
7,295,53096.876000000004,51287,,0.09854888916015625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38808
0,295,53096.877,51288,0.09496307373046875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38809
1,295,53096.878000000004,51289,,0.09381866455078125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38810
2,295,53096.878000000004,51290,0.10125732421875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38811
3,295,53096.879,51291,,0.08840179443359375,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38812
4,295,53096.879,51292,0.1008758544921875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38813
5,295,53096.880000000005,51293,,0.0894317626953125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38814
6,295,53096.881,51294,0.0978240966796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38815
7,295,53096.881,51295,,0.10129547119140625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38816
0,295,53096.882000000005,51296,0.09343719482421875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38817
1,295,53096.883,51297,,0.09893035888671875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38818
2,295,53096.883,51298,0.08771514892578125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38819
3,295,53096.884000000005,51299,,0.095458984375,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38820
4,295,53096.884000000005,51300,0.1015625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38821
5,295,53096.885,51301,,0.0918731689453125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38822
6,295,53096.886000000006,51302,0.09938812255859375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38823
7,295,53096.886000000006,51303,,0.0883636474609375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38824
0,295,53096.887,51304,0.09912109375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38825
1,295,53096.888000000006,51305,,0.09801483154296875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38826
2,295,53096.888000000006,51306,0.09389495849609375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38827
3,295,53096.889,51307,,0.1004180908203125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38828
4,295,53096.889,51308,0.08641815185546875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38829
5,295,53096.89,51309,,0.0961456298828125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38830
6,295,53096.890999999996,51310,0.0947723388671875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38831
7,295,53096.890999999996,51311,,0.091644287109375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38832
0,295,53096.892,51312,0.10205841064453125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38833
1,295,53096.893,51313,,0.0883636474609375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38834
2,295,53096.893,51314,0.10083770751953125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38835
3,295,53096.894,51315,,0.09122467041015625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38836
4,295,53096.894,51316,0.09381866455078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38837
5,295,53096.895,51317,,0.10137176513671875,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38838
6,295,53096.896,51318,0.09145355224609375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38839
7,295,53096.896,51319,,0.098358154296875,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38840
0,295,53096.897,51320,0.08649444580078125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38841
1,295,53096.898,51321,,0.0960693359375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38842
2,295,53096.898,51322,0.10247802734375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38843
3,295,53096.899,51323,,0.0885162353515625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38844
4,295,53096.899,51324,0.1001129150390625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38845
5,295,53096.9,51325,,0.086456298828125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38846
6,295,53096.901,51326,0.09908294677734375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38847
7,295,53096.901,51327,,0.10007476806640625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38848
0,295,53096.902,51328,0.09305572509765625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38849
1,295,53096.903,51329,,0.10015106201171875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38850
2,295,53096.903,51330,0.087371826171875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38851
3,295,53096.904,51331,,0.09820556640625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38852
4,295,53096.904,51332,0.0976715087890625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38853
5,295,53096.905,51333,,0.0940093994140625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38854
6,295,53096.906,51334,0.10152435302734375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38855
7,295,53096.906,51335,,0.08649444580078125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38856
0,295,53096.907,51336,0.10003662109375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38857
1,295,53096.908,51337,,0.09458160400390625,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38858
2,295,53096.908,51338,0.09534454345703125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38859
3,295,53096.909,51339,,0.0991973876953125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38860
4,295,53096.909,51340,0.08939361572265625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38861
5,295,53096.91,51341,,0.0975189208984375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38862
6,295,53096.911,51342,0.09515380859375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38863
7,295,53096.911,51343,,0.09454345703125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38864
0,295,53096.912000000004,51344,0.10205841064453125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38865
1,295,53096.913,51345,,0.09168243408203125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38866
2,295,53096.913,51346,0.10190582275390625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38867
3,295,53096.914000000004,51347,,0.0868377685546875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38868
4,295,53096.914000000004,51348,0.09687042236328125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38869
5,295,53096.915,51349,,0.10022735595703125,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38870
6,295,53096.916000000005,51350,0.09236907958984375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38871
7,295,53096.916000000005,51351,,0.1019439697265625,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38872
0,295,53096.917,51352,0.088134765625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38873
1,295,53096.918000000005,51353,,0.0990447998046875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38874
2,295,53096.918000000005,51354,0.09881591796875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38875
3,295,53096.919,51355,,0.0935516357421875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38876
4,295,53096.919,51356,0.10068511962890625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38877
5,295,53096.92,51357,,0.085845947265625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38878
6,295,53096.920999999995,51358,0.097137451171875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38879
7,295,53096.920999999995,51359,,0.09442901611328125,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38880
0,295,53096.922,51360,0.0948486328125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38881
1,295,53096.922999999995,51361,,0.09961700439453125,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38882
2,295,53096.922999999995,51362,0.08847808837890625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38883
3,295,53096.924,51363,,0.09778594970703125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38884
4,295,53096.924,51364,0.08847808837890625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38885
5,295,53096.924999999996,51365,,0.09275054931640625,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38886
6,295,53096.926,51366,0.1016387939453125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38887
7,295,53096.926,51367,,0.090576171875,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38888
0,295,53096.926999999996,51368,0.10068511962890625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38889
1,295,53096.928,51369,,0.0853118896484375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38890
2,295,53096.928,51370,0.096221923828125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38891
3,295,53096.929,51371,,0.1004180908203125,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38892
4,295,53096.929,51372,0.0935516357421875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38893
5,295,53096.93,51373,,0.10121917724609375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38894
6,295,53096.931,51374,0.0836334228515625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38895
7,295,53096.931,51375,,0.09786224365234375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38896
0,295,53096.932,51376,0.10037994384765625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38897
1,295,53096.933,51377,,0.09374237060546875,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38898
2,295,53096.933,51378,0.10060882568359375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38899
3,295,53096.934,51379,,0.08817291259765625,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38900
4,295,53096.934,51380,0.09877777099609375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38901
5,295,53096.935,51381,,0.09557342529296875,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38902
6,295,53096.936,51382,0.09763336181640625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38903
7,295,53096.936,51383,,0.09912109375,0.0,33552.0,33552.0,33552.0,33552.0,33552.0,38904
0,295,53096.937,51384,0.08924102783203125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,38905
1,295,53096.938,51385,,0.09664154052734375,0.0,2064.0,2064.0,2064.0,2064.0,2064.0,38906
2,295,53096.938,51386,0.0947723388671875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,38907
3,295,53096.939,51387,,0.092254638671875,0.0,13072.0,13072.0,13072.0,13072.0,13072.0,38908
4,295,53096.939,51388,0.10186767578125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,38909
5,295,53096.94,51389,,0.0920257568359375,0.0,22544.0,22544.0,22544.0,22544.0,22544.0,38910
6,295,53096.941,51390,0.098968505859375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,38911
